IdVenta,SKU,Documento_Identidad,FechaVenta,Departamento,Provincia,Distrito,Zona_Logistica,Nombre_Sucursal,Nombre_Promo,Descripcion,Cantidad,Monto_Bruto,Monto_Descuento,Es_Evento
15824,GPU-RTX-40,49586712,2024-06-19,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Credito,4,7400,740.0,1
15825,LAP-GMR-01,70615243,2023-02-23,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Yape,2,8400,1260.0,1
15826,KEY-HYP-ALL,71234567,2023-03-18,Lima,Lima,Los Olivos,Lima,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Debito,7,2730,0.0,0
15827,LAP-GMR-01,73418529,2025-01-31,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Efectivo,4,16800,1680.0,1
15828,LAP-GMR-01,09876543,2023-01-26,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Efectivo,5,21000,0.0,0
15829,MOU-LOG-G5,49586712,2025-01-09,Lima,Lima,Los Olivos,Lima,Plataforma Web Nacional,Descuento Black Friday,Plin,7,1960,392.0,1
15830,KEY-HYP-ALL,71234567,2025-04-11,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Credito,7,2730,546.0,1
15831,LAP-GMR-01,44332211,2023-11-06,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Plin,9,37800,3780.0,1
15832,GPU-RTX-40,70615243,2023-07-27,Lima,Lima,San Isidro,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Efectivo,5,9250,925.0,1
15833,MNT-GMR-27,41253698,2024-02-22,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Debito,10,9500,1900.0,1
15834,SSD-2TB-02,73418529,2025-08-13,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,4,2720,544.0,1
15835,SSD-2TB-02,45321678,2023-08-08,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Debito,9,6120,612.0,1
15836,LAP-MAC-03,09876543,2024-09-22,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Efectivo,8,40800,4080.0,1
15837,MOU-LOG-G5,49586712,2023-10-29,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Efectivo,5,1400,210.0,1
15838,SSD-2TB-02,49586712,2023-11-16,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,9,6120,612.0,1
15839,MNT-GMR-27,44332211,2023-11-21,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Credito,2,1900,0.0,0
15840,SSD-1TB-01,41253698,2024-12-18,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Debito,5,1600,320.0,1
15841,RAM-16G-01,44332211,2024-06-22,Lima,Lima,Los Olivos,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,7,1470,147.0,1
15842,GPU-RTX-40,70615243,2024-02-10,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Campana Back to School,Plin,2,3700,370.0,1
15843,LAP-OFF-02,45321678,2023-06-25,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Campana Cyber Wow Mayo,Yape,9,22500,3375.0,1
15844,GPU-RTX-40,10293847,2023-03-18,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Campana Back to School,Yape,8,14800,1480.0,1
15845,MNT-GMR-27,45321678,2023-05-02,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Yape,5,4750,950.0,1
15846,AUD-SNY-WH,49586712,2025-07-31,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,7,6650,1330.0,1
15847,KEY-HYP-ALL,45321678,2024-06-01,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Campana Back to School,Plin,4,1560,156.0,1
15848,LAP-OFF-02,10293847,2025-03-04,Lima,Lima,Los Olivos,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Debito,3,7500,750.0,1
15849,MNT-GMR-27,44332211,2023-06-27,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Plin,7,6650,0.0,0
15850,MOU-LOG-G5,55667788,2024-07-15,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Credito,8,2240,0.0,0
15851,LAP-OFF-02,71234567,2023-09-25,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Debito,10,25000,3750.0,1
15852,GPU-RTX-40,71234567,2025-10-10,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,7,12950,1942.5,1
15853,MOU-LOG-G5,70615243,2023-09-06,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Efectivo,1,280,0.0,0
15854,LAP-GMR-01,70615243,2023-02-14,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Plin,1,4200,630.0,1
15855,RAM-16G-01,09876543,2024-02-09,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,9,1890,189.0,1
15856,RAM-16G-01,71234567,2023-07-06,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Efectivo,3,630,94.5,1
15857,RAM-16G-01,70615243,2023-05-04,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Yape,2,420,63.0,1
15858,LAP-OFF-02,76543210,2024-02-08,Lima,Lima,Los Olivos,Lima,Plataforma Web Nacional,Descuento Black Friday,Yape,8,20000,4000.0,1
15859,LAP-MAC-03,49586712,2023-07-15,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Credito,8,40800,4080.0,1
15860,SSD-2TB-02,73418529,2025-08-20,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Debito,4,2720,408.0,1
15861,LAP-GMR-01,76543210,2023-01-05,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Campana Back to School,Yape,1,4200,420.0,1
15862,AUD-SNY-WH,49586712,2024-11-09,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Credito,6,5700,0.0,0
15863,RAM-16G-01,44332211,2024-03-15,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Plin,1,210,21.0,1
15864,MNT-GMR-27,09876543,2025-01-02,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Efectivo,3,2850,0.0,0
15865,AUD-SNY-WH,44332211,2024-07-30,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,7,6650,665.0,1
15866,LAP-OFF-02,44332211,2024-11-16,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Plin,6,15000,2250.0,1
15867,LAP-MAC-03,45321678,2025-07-14,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Debito,8,40800,0.0,0
15868,LAP-OFF-02,76543210,2024-07-10,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Efectivo,9,22500,0.0,0
15869,KEY-HYP-ALL,73418529,2023-03-06,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Credito,4,1560,312.0,1
15870,GPU-RTX-40,76543210,2024-02-07,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Efectivo,4,7400,740.0,1
15871,KEY-HYP-ALL,10293847,2025-02-08,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Yape,5,1950,0.0,0
15872,LAP-OFF-02,73418529,2023-12-09,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Plin,1,2500,375.0,1
15873,MNT-GMR-27,49586712,2023-07-13,Lima,Lima,San Isidro,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Debito,9,8550,1710.0,1
15874,RAM-16G-01,09876543,2024-07-21,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,9,1890,189.0,1
15875,MNT-GMR-27,41253698,2023-01-15,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Campana Cyber Wow Mayo,Plin,6,5700,855.0,1
15876,RAM-16G-01,71234567,2024-01-26,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,10,2100,210.0,1
15877,GPU-RTX-40,45321678,2025-05-15,Lima,Lima,Los Olivos,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Credito,8,14800,0.0,0
15878,RAM-16G-01,71234567,2025-07-24,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Campana Back to School,Tarjeta Credito,8,1680,168.0,1
15879,LAP-MAC-03,45321678,2025-06-08,Lima,Lima,Los Olivos,Lima,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Debito,8,40800,6120.0,1
15880,SSD-2TB-02,09876543,2025-05-23,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Yape,3,2040,306.0,1
15881,MNT-GMR-27,76543210,2023-08-29,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,4,3800,760.0,1
15882,LAP-MAC-03,09876543,2024-08-11,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,8,40800,4080.0,1
15883,GPU-RTX-40,44332211,2023-01-31,Puno,Puno,Puno,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,7,12950,1295.0,1
15884,SSD-1TB-01,73418529,2024-08-17,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,6,1920,192.0,1
15885,GPU-RTX-40,09876543,2023-12-10,Lima,Lima,Los Olivos,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Yape,2,3700,0.0,0
15886,KEY-HYP-ALL,09876543,2023-07-26,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Yape,8,3120,312.0,1
15887,LAP-OFF-02,44332211,2023-04-07,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Plin,10,25000,2500.0,1
15888,LAP-OFF-02,76543210,2025-10-28,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Plin,8,20000,0.0,0
15889,GPU-RTX-40,41253698,2023-05-25,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Yape,10,18500,2775.0,1
15890,SSD-1TB-01,73418529,2023-05-27,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Plin,8,2560,256.0,1
15891,SSD-2TB-02,09876543,2023-05-14,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Credito,8,5440,816.0,1
15892,RAM-16G-01,49586712,2024-02-12,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Efectivo,7,1470,147.0,1
15893,SSD-2TB-02,41253698,2024-10-06,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,1,680,68.0,1
15894,LAP-OFF-02,76543210,2024-12-08,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Credito,6,15000,0.0,0
15895,LAP-OFF-02,10293847,2024-12-05,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Credito,6,15000,3000.0,1
15896,RAM-16G-01,45321678,2025-05-12,Lima,Lima,Los Olivos,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Debito,3,630,126.0,1
15897,SSD-2TB-02,09876543,2023-05-20,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Plin,6,4080,0.0,0
15898,GPU-RTX-40,71234567,2023-06-30,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Plin,5,9250,0.0,0
15899,RAM-16G-01,71234567,2024-11-23,Piura,Piura,Castilla,Norte,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Efectivo,10,2100,315.0,1
15900,SSD-2TB-02,09876543,2024-05-19,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Efectivo,3,2040,408.0,1
15901,LAP-GMR-01,55667788,2023-06-13,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Credito,8,33600,5040.0,1
15902,LAP-GMR-01,76543210,2025-02-23,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Credito,1,4200,630.0,1
15903,RAM-16G-01,76543210,2024-10-26,Lima,Lima,Ate,Lima,Plataforma Web Nacional,Campana Cyber Wow Mayo,Efectivo,2,420,63.0,1
15904,KEY-HYP-ALL,73418529,2024-08-02,Ica,Ica,Parcona,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Debito,9,3510,0.0,0
15905,SSD-2TB-02,73418529,2024-05-14,Piura,Piura,Castilla,Norte,Plataforma Web Nacional,Descuento Black Friday,Yape,9,6120,1224.0,1
15906,RAM-16G-01,45321678,2024-08-08,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,1,210,42.0,1
15907,RAM-16G-01,10293847,2025-07-31,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Cupon Gamer Extremo,Plin,5,1050,105.0,1
15908,SSD-1TB-01,55667788,2024-01-07,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Yape,10,3200,480.0,1
15909,SSD-1TB-01,70615243,2023-01-21,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Credito,1,320,64.0,1
15910,LAP-GMR-01,41253698,2024-07-13,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Plin,2,8400,840.0,1
15911,RAM-16G-01,55667788,2024-04-12,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Efectivo,7,1470,147.0,1
15912,LAP-MAC-03,71234567,2023-02-11,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,6,30600,3060.0,1
15913,SSD-2TB-02,45321678,2023-12-07,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Efectivo,3,2040,204.0,1
15914,LAP-MAC-03,73418529,2024-04-02,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Efectivo,9,45900,6885.0,1
15915,LAP-OFF-02,55667788,2025-08-23,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Credito,8,20000,0.0,0
15916,GPU-RTX-40,76543210,2025-02-17,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Yape,3,5550,0.0,0
15917,LAP-MAC-03,70615243,2025-03-14,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Plin,6,30600,4590.0,1
15918,MOU-LOG-G5,41253698,2024-01-16,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Yape,2,560,84.0,1
15919,LAP-OFF-02,70615243,2024-10-05,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Yape,1,2500,375.0,1
15920,AUD-SNY-WH,55667788,2023-10-31,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Yape,4,3800,570.0,1
15921,MNT-GMR-27,45321678,2023-09-06,Ica,Ica,Parcona,Centro,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,3,2850,285.0,1
15922,KEY-HYP-ALL,71234567,2023-11-10,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Plin,1,390,39.0,1
15923,MOU-LOG-G5,55667788,2024-06-16,Piura,Piura,Castilla,Norte,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Debito,2,560,84.0,1
15924,KEY-HYP-ALL,44332211,2025-01-01,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Plin,8,3120,0.0,0
15925,GPU-RTX-40,73418529,2025-03-24,Piura,Piura,Castilla,Norte,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Debito,2,3700,555.0,1
15926,LAP-MAC-03,70615243,2023-08-08,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Campana Back to School,Efectivo,4,20400,2040.0,1
15927,LAP-MAC-03,76543210,2023-05-19,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Credito,9,45900,6885.0,1
15928,LAP-OFF-02,44332211,2024-10-15,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,8,20000,4000.0,1
15929,MOU-LOG-G5,71234567,2024-04-27,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Efectivo,8,2240,224.0,1
15930,RAM-16G-01,70615243,2025-06-09,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Yape,2,420,84.0,1
15931,MNT-GMR-27,09876543,2023-03-21,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Efectivo,5,4750,712.5,1
15932,RAM-16G-01,76543210,2025-07-08,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,6,1260,189.0,1
15933,SSD-2TB-02,09876543,2023-02-10,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Yape,9,6120,612.0,1
15934,RAM-16G-01,73418529,2025-07-20,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Yape,2,420,0.0,0
15935,KEY-HYP-ALL,49586712,2023-06-02,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,2,780,78.0,1
15936,AUD-SNY-WH,71234567,2024-08-09,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Efectivo,2,1900,285.0,1
15937,GPU-RTX-40,55667788,2025-02-16,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Debito,2,3700,0.0,0
15938,LAP-OFF-02,41253698,2023-07-22,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,10,25000,2500.0,1
15939,LAP-MAC-03,73418529,2025-05-22,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Yape,10,51000,7650.0,1
15940,SSD-1TB-01,55667788,2025-10-06,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,7,2240,224.0,1
15941,SSD-2TB-02,45321678,2024-11-15,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,2,1360,136.0,1
15942,MNT-GMR-27,70615243,2025-03-21,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Plin,1,950,142.5,1
15943,SSD-2TB-02,41253698,2023-08-19,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Debito,9,6120,0.0,0
15944,LAP-GMR-01,49586712,2025-01-15,Ica,Ica,Parcona,Centro,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Plin,8,33600,6720.0,1
15945,KEY-HYP-ALL,10293847,2023-07-02,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Descuento Black Friday,Plin,8,3120,624.0,1
15946,AUD-SNY-WH,41253698,2024-05-24,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Credito,3,2850,285.0,1
15947,SSD-1TB-01,71234567,2025-01-16,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Credito,8,2560,384.0,1
15948,AUD-SNY-WH,70615243,2025-09-15,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Credito,8,7600,1140.0,1
15949,MNT-GMR-27,41253698,2025-10-07,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Debito,6,5700,0.0,0
15950,LAP-GMR-01,09876543,2025-07-17,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,2,8400,840.0,1
15951,SSD-2TB-02,55667788,2025-12-11,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Efectivo,8,5440,816.0,1
15952,RAM-16G-01,76543210,2023-10-01,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Plin,10,2100,210.0,1
15953,SSD-2TB-02,70615243,2023-11-10,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Efectivo,5,3400,340.0,1
15954,KEY-HYP-ALL,09876543,2024-11-04,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Debito,4,1560,234.0,1
15955,GPU-RTX-40,76543210,2025-01-09,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Campana Back to School,Plin,6,11100,1110.0,1
15956,KEY-HYP-ALL,49586712,2023-03-28,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Debito,9,3510,351.0,1
15957,GPU-RTX-40,45321678,2023-08-28,Piura,Piura,Castilla,Norte,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Efectivo,2,3700,555.0,1
15958,KEY-HYP-ALL,70615243,2025-11-30,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Debito,5,1950,292.5,1
15959,AUD-SNY-WH,09876543,2023-05-21,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Efectivo,4,3800,380.0,1
15960,LAP-MAC-03,70615243,2023-10-16,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Campana Back to School,Efectivo,4,20400,2040.0,1
15961,LAP-GMR-01,41253698,2024-09-18,La Libertad,Trujillo,Victor Larco Herrera,Norte,Plataforma Web Nacional,Campana Back to School,Tarjeta Debito,5,21000,2100.0,1
15962,MNT-GMR-27,41253698,2024-04-06,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Efectivo,7,6650,665.0,1
15963,KEY-HYP-ALL,09876543,2024-01-30,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Plin,2,780,78.0,1
15964,SSD-2TB-02,70615243,2024-07-15,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Descuento Black Friday,Efectivo,5,3400,680.0,1
15965,LAP-MAC-03,76543210,2024-02-18,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Debito,9,45900,6885.0,1
15966,GPU-RTX-40,49586712,2023-02-12,Lima,Lima,San Isidro,Lima,Plataforma Web Nacional,Campana Cyber Wow Mayo,Plin,10,18500,2775.0,1
15967,SSD-2TB-02,09876543,2025-08-19,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,6,4080,816.0,1
15968,LAP-MAC-03,73418529,2025-07-18,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,5,25500,2550.0,1
15969,AUD-SNY-WH,76543210,2024-12-13,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Efectivo,3,2850,285.0,1
15970,MNT-GMR-27,55667788,2023-12-23,Lima,Lima,San Isidro,Lima,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Plin,4,3800,760.0,1
15971,LAP-GMR-01,71234567,2023-05-05,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Yape,3,12600,2520.0,1
15972,AUD-SNY-WH,44332211,2023-04-13,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Descuento Black Friday,Plin,10,9500,1900.0,1
